drugname,outcome_code,count
LISINOPRIL,Required Intervention,10
LISINOPRIL AND HYDROCHLOROTHIAZIDE,Hospitalization,12
LISINOPRIL AND HYDROCHLOROTHIAZIDE,Other Serious Outcome,9
LISOCABTAGENE MARALEUCEL,Hospitalization,3
LISOCABTAGENE MARALEUCEL,Other Serious Outcome,7
LISOCABTAGENE MARALEUCEL,Required Intervention,1
LISTERINE COOL MINT ANTISEPTIC,Other Serious Outcome,4
LISTERINE ORIGINAL,Other Serious Outcome,8
LISTERINE TOTAL CARE ZERO ALCOHOL ANTICAVITY FRESH MINT,Other Serious Outcome,1
LITFULO,Disability,8
LITFULO,Hospitalization,33
LITFULO,Life Threatening,5
LITFULO,Other Serious Outcome,62
LITHIUM,Death,2
LITHIUM,Disability,6
LITHIUM,Hospitalization,113
LITHIUM,Life Threatening,5
LITHIUM,Other Serious Outcome,159
LITHIUM CARBONATE,Hospitalization,75
LITHIUM CARBONATE,Life Threatening,8
LITHIUM CARBONATE,Other Serious Outcome,59
LIVALO,Hospitalization,16
LIVALO,Other Serious Outcome,6
LIVDELZI,Disability,4
LIVDELZI,Hospitalization,11
LIVDELZI,Other Serious Outcome,26
LIVMARLI,Congenital Anomaly,6
LIVMARLI,Death,16
LIVMARLI,Hospitalization,59
LIVMARLI,Life Threatening,14
LIVMARLI,Other Serious Outcome,118
LIVTENCITY,Death,1
LIVTENCITY,Hospitalization,12
LIVTENCITY,Other Serious Outcome,8
LOCOID,Disability,17
LOCOID,Other Serious Outcome,17
LOKELMA,Death,28
LOKELMA,Hospitalization,32
LOKELMA,Life Threatening,6
LOKELMA,Other Serious Outcome,65
LOMITAPIDE,Hospitalization,156
LOMITAPIDE,Other Serious Outcome,181
LOMITAPIDE MESYLATE,Death,2
LOMUSTINE,Hospitalization,2
LONSURF,Death,63
LONSURF,Disability,6
LONSURF,Hospitalization,218
LONSURF,Other Serious Outcome,313
LOPERAMIDE,Death,31
LOPERAMIDE,Hospitalization,91
LOPERAMIDE,Life Threatening,35
LOPERAMIDE,Other Serious Outcome,131
LOPERAMIDE HYDROCHLORIDE,Death,12
LOPERAMIDE HYDROCHLORIDE,Disability,27
LOPERAMIDE HYDROCHLORIDE,Hospitalization,197
LOPERAMIDE HYDROCHLORIDE,Life Threatening,45
LOPERAMIDE HYDROCHLORIDE,Other Serious Outcome,511
LOPINAVIR\RITONAVIR,Death,20
LOPINAVIR\RITONAVIR,Hospitalization,31
LOPINAVIR\RITONAVIR,Life Threatening,5
LOPINAVIR\RITONAVIR,Other Serious Outcome,22
LORATADINE,Hospitalization,13
LORATADINE,Life Threatening,5
LORATADINE,Other Serious Outcome,35
LORATADINE\PSEUDOEPHEDRINE SULFATE,Disability,2
LORATADINE\PSEUDOEPHEDRINE SULFATE,Other Serious Outcome,2
LORAZEPAM,Death,26
LORAZEPAM,Disability,30
LORAZEPAM,Hospitalization,265
LORAZEPAM,Life Threatening,84
LORAZEPAM,Other Serious Outcome,439
LORAZEPAM INTENSOL,Death,1
LORAZEPAM INTENSOL,Hospitalization,2
LORAZEPAM INTENSOL,Other Serious Outcome,1
LORBRENA,Death,74
LORBRENA,Hospitalization,164
LORBRENA,Life Threatening,22
LORBRENA,Other Serious Outcome,351
LORLATINIB,Death,149
LORLATINIB,Disability,3
LORLATINIB,Hospitalization,635
LORLATINIB,Life Threatening,13
LORLATINIB,Other Serious Outcome,1404
LORYNA,Hospitalization,7
LORYNA,Other Serious Outcome,7
LOSARTAN,Congenital Anomaly,13
LOSARTAN,Death,12
LOSARTAN,Disability,176
LOSARTAN,Hospitalization,420
LOSARTAN,Life Threatening,17
LOSARTAN,Other Serious Outcome,648
LOSARTAN,Required Intervention,12
LOSARTAN AND HYDROCHLOROTHIAZIDE,Hospitalization,11
LOSARTAN POTASSIUM,Death,12
LOSARTAN POTASSIUM,Disability,7
LOSARTAN POTASSIUM,Hospitalization,38
LOSARTAN POTASSIUM,Life Threatening,5
LOSARTAN POTASSIUM,Other Serious Outcome,63
LOSARTAN POTASSIUM,Required Intervention,5
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,Other Serious Outcome,5
LOSEC,Other Serious Outcome,2
LOTEPREDNOL ETABONATE,Death,1
LOTRIMIN AF ANTIFUNGAL,Other Serious Outcome,10
LOTRIMIN ANTIFUNGAL (MICONAZOLE NITRATE),Death,5
LOTRIMIN ANTIFUNGAL (MICONAZOLE NITRATE),Disability,5
LOTRIMIN ANTIFUNGAL (MICONAZOLE NITRATE),Other Serious Outcome,21
LOVENOX,Death,22
LOVENOX,Hospitalization,82
LOVENOX,Life Threatening,25
LOVENOX,Other Serious Outcome,115
LOVENOX,Required Intervention,2
LOXAPINE,Hospitalization,10
LUCENTIS,Death,4
LUCENTIS,Hospitalization,19
LUCENTIS,Life Threatening,1
LUCENTIS,Other Serious Outcome,72
LUMAKRAS,Death,32
LUMAKRAS,Disability,13
LUMAKRAS,Hospitalization,41
LUMAKRAS,Life Threatening,4
LUMAKRAS,Other Serious Outcome,116
LUMASIRAN,Death,5
LUMASIRAN,Other Serious Outcome,3
LUMASON,Death,4
LUMASON,Hospitalization,119
LUMASON,Life Threatening,175
LUMASON,Other Serious Outcome,420
LUMASON,Required Intervention,4
LUMATEPERONE,Other Serious Outcome,7
LUMIFY,Other Serious Outcome,7
LUMIGAN,Death,1
LUMIGAN,Disability,3
LUMIGAN,Hospitalization,29
LUMIGAN,Other Serious Outcome,60
LUMISIGHT,Other Serious Outcome,7
LUMIZYME,Hospitalization,28
LUMIZYME,Other Serious Outcome,35
LUMRYZ,Death,2
LUMRYZ,Hospitalization,168
LUMRYZ,Other Serious Outcome,368
LUNESTA,Death,4
LUNESTA,Disability,13
LUNESTA,Hospitalization,28
LUNESTA,Other Serious Outcome,2
LUNSUMIO,Death,9
LUNSUMIO,Hospitalization,18
LUNSUMIO,Life Threatening,6
LUNSUMIO,Other Serious Outcome,37
LUPKYNIS,Death,6
LUPKYNIS,Hospitalization,229
LUPKYNIS,Other Serious Outcome,759
LUPRON,Death,78
LUPRON,Disability,1
LUPRON,Hospitalization,152
LUPRON,Life Threatening,36
LUPRON,Other Serious Outcome,219
LUPRON,Required Intervention,10
LUPRON DEPOT,Death,5
LUPRON DEPOT,Disability,9
LUPRON DEPOT,Hospitalization,6
LUPRON DEPOT,Other Serious Outcome,48
LUPRON DEPOT-PED,Disability,6
LUPRON DEPOT-PED,Hospitalization,6
LUPRON DEPOT-PED,Other Serious Outcome,1
LURASIDONE,Congenital Anomaly,3
LURASIDONE,Hospitalization,29
LURASIDONE,Life Threatening,8
LURASIDONE,Other Serious Outcome,47
LURASIDONE HCL,Disability,14
LURASIDONE HCL,Hospitalization,9
LURASIDONE HCL,Life Threatening,9
LURASIDONE HCL,Other Serious Outcome,9
LURASIDONE HCL,Required Intervention,14
LURASIDONE HYDROCHLORIDE,Hospitalization,88
LURASIDONE HYDROCHLORIDE,Other Serious Outcome,101
LURBINECTEDIN,Death,6
LURBINECTEDIN,Hospitalization,8
LURBINECTEDIN,Other Serious Outcome,57
LUSPATERCEPT,Hospitalization,10
LUSPATERCEPT,Life Threatening,16
LUSPATERCEPT,Other Serious Outcome,24
LUSPATERCEPT-AAMT,Other Serious Outcome,2
LUSTRAL,Disability,24
LUSTRAL,Other Serious Outcome,7
LUTATHERA,Death,97
LUTATHERA,Disability,12
LUTATHERA,Hospitalization,177
LUTATHERA,Life Threatening,31
LUTATHERA,Other Serious Outcome,444
LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,Death,11
LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,Hospitalization,17
LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,Other Serious Outcome,17
LUTETIUM OXODOTREOTIDE LU-177,Death,3
LUTETIUM OXODOTREOTIDE LU-177,Hospitalization,17
LUTETIUM OXODOTREOTIDE LU-177,Other Serious Outcome,38
LUVERIS,Hospitalization,3
LUVERIS,Other Serious Outcome,3
LUXTURNA,Other Serious Outcome,2
LYBALVI,Hospitalization,88
LYBALVI,Life Threatening,69
LYBALVI,Other Serious Outcome,80
LYFGENIA,Hospitalization,13
LYMPHIR,Other Serious Outcome,2
LYNOZYFIC,Hospitalization,1
LYNOZYFIC,Other Serious Outcome,2
LYNPARZA,Death,49
LYNPARZA,Disability,4
LYNPARZA,Hospitalization,136
LYNPARZA,Life Threatening,7
LYNPARZA,Other Serious Outcome,544
LYNPARZA,Required Intervention,30
LYRICA,Congenital Anomaly,736
LYRICA,Death,846
LYRICA,Disability,949
LYRICA,Hospitalization,1022
LYRICA,Life Threatening,851
LYRICA,Other Serious Outcome,1783
LYRICA,Required Intervention,3
LYSODREN,Hospitalization,40
LYSODREN,Other Serious Outcome,50
LYTGOBI,Death,23
LYTGOBI,Disability,8
LYTGOBI,Hospitalization,54
LYTGOBI,Life Threatening,10
LYTGOBI,Other Serious Outcome,62
LYUMJEV,Hospitalization,2
LYUMJEV,Other Serious Outcome,7
LYUMJEV KWIKPEN,Hospitalization,2
LYUMJEV KWIKPEN,Life Threatening,2
LYUMJEV KWIKPEN,Other Serious Outcome,2
M-M-R II,Other Serious Outcome,17
M-M-RVAXPRO,Hospitalization,78
M-M-RVAXPRO,Life Threatening,9
M-M-RVAXPRO,Other Serious Outcome,116
MAALOX ANTACID,Death,3
MAALOX ANTACID,Other Serious Outcome,5
MABTHERA,Congenital Anomaly,29
MABTHERA,Death,35
MABTHERA,Disability,12
MABTHERA,Hospitalization,66
MABTHERA,Life Threatening,5
MABTHERA,Other Serious Outcome,324
MACI,Hospitalization,3
MACI,Other Serious Outcome,3
MACITENTAN,Hospitalization,69
MACITENTAN,Other Serious Outcome,63
MACITENTAN\TADALAFIL,Death,14
MACITENTAN\TADALAFIL,Disability,1
MACITENTAN\TADALAFIL,Hospitalization,101
MACITENTAN\TADALAFIL,Life Threatening,4
MACITENTAN\TADALAFIL,Other Serious Outcome,93
MACROBID,Other Serious Outcome,4
MAGNESIUM,Other Serious Outcome,2
MAGNESIUM CITRATE,Hospitalization,8
MAGNESIUM HYDROXIDE,Other Serious Outcome,1
MAGNESIUM OXIDE,Hospitalization,2
MAGNESIUM SULFATE,Hospitalization,5
MAGNESIUM SULFATE,Life Threatening,4
MAGNESIUM SULFATE,Other Serious Outcome,15
MAGNESIUM SULFATE\POTASSIUM SULFATE\SODIUM SULFATE,Hospitalization,8
MAGNESIUM SULFATE\POTASSIUM SULFATE\SODIUM SULFATE,Other Serious Outcome,25
MALARONE,Death,1
MALARONE,Hospitalization,3
MALARONE,Other Serious Outcome,32
MALARONE,Required Intervention,6
MANNITOL,Congenital Anomaly,144
MANNITOL,Death,148
MANNITOL,Disability,144
MANNITOL,Hospitalization,160
MANNITOL,Life Threatening,152
MANNITOL,Other Serious Outcome,166
MARALIXIBAT,Other Serious Outcome,2
MARALIXIBAT CHLORIDE,Death,10
MARALIXIBAT CHLORIDE,Hospitalization,3
MARALIXIBAT CHLORIDE,Other Serious Outcome,25
MARAVIROC,Other Serious Outcome,4
MARIBAVIR,Death,112
MARIBAVIR,Hospitalization,691
MARIBAVIR,Life Threatening,24
MARIBAVIR,Other Serious Outcome,998
MATZIM LA,Other Serious Outcome,2
MAVACAMTEN,Death,7
MAVACAMTEN,Hospitalization,22
MAVACAMTEN,Life Threatening,6
MAVACAMTEN,Other Serious Outcome,49
MAVENCLAD,Congenital Anomaly,9
MAVENCLAD,Death,15
MAVENCLAD,Disability,53
MAVENCLAD,Hospitalization,628
MAVENCLAD,Life Threatening,54
MAVENCLAD,Other Serious Outcome,1265
MAVENCLAD,Required Intervention,1
MAVYRET,Death,3
MAVYRET,Hospitalization,19
MAVYRET,Other Serious Outcome,35
MAXALT,Other Serious Outcome,50
MAXIDEX,Hospitalization,1
MAXIDEX,Other Serious Outcome,43
MAXITROL,Other Serious Outcome,10
MAYZENT,Death,1
MAYZENT,Disability,112
MAYZENT,Hospitalization,226
MAYZENT,Life Threatening,119
MAYZENT,Other Serious Outcome,592
MCP,Hospitalization,12
MEASLES-MUMPS-RUBELLA VIRUS VACCINE,Congenital Anomaly,1
MEASLES-MUMPS-RUBELLA VIRUS VACCINE,Disability,3
MEASLES-MUMPS-RUBELLA VIRUS VACCINE,Hospitalization,13
MEASLES-MUMPS-RUBELLA VIRUS VACCINE,Other Serious Outcome,28
"MEASLES-MUMPS-RUBELLA VIRUS VACCINE, LIVE",Other Serious Outcome,2
"MEASLES-MUMPS-RUBELLA-VARICELLA VIRUS VACCINE, LIVE",Hospitalization,2
MEBENDAZOLE,Hospitalization,8
MEBENDAZOLE,Other Serious Outcome,2
MECAMYLAMINE HYDROCHLORIDE,Hospitalization,4
MECHLORETHAMINE HYDROCHLORIDE,Disability,5
MECHLORETHAMINE HYDROCHLORIDE,Hospitalization,5
MECHLORETHAMINE HYDROCHLORIDE,Other Serious Outcome,12
MECLIZINE 25MG,Life Threatening,2
MEDROL,Death,1
MEDROL,Hospitalization,40
MEDROL,Life Threatening,8
MEDROL,Other Serious Outcome,40
MEDROXYPROGESTERONE,Other Serious Outcome,9
MEDROXYPROGESTERONE ACETATE,Hospitalization,10
MEDROXYPROGESTERONE ACETATE,Life Threatening,9
MEDROXYPROGESTERONE ACETATE,Other Serious Outcome,64
MEDROXYPROGESTERONE\MEDROXYPROGESTERONE ACETATE,Other Serious Outcome,9
MEFENAMIC ACID,Hospitalization,7
MEFENAMIC ACID,Other Serious Outcome,7
MEGESTROL,Other Serious Outcome,3
MEKINIST,Death,19
MEKINIST,Disability,8
MEKINIST,Hospitalization,210
MEKINIST,Life Threatening,42
MEKINIST,Other Serious Outcome,317
MEKTOVI,Death,35
MEKTOVI,Disability,2
MEKTOVI,Hospitalization,60
MEKTOVI,Life Threatening,4
MEKTOVI,Other Serious Outcome,82
MELATONIN,Hospitalization,17
MELATONIN,Life Threatening,1
MELATONIN,Other Serious Outcome,24
MELOXICAM,Death,1
MELOXICAM,Disability,4
MELOXICAM,Hospitalization,40
MELOXICAM,Life Threatening,14
MELOXICAM,Other Serious Outcome,60
MELOXICAM,Required Intervention,3
MELPHALAN,Death,69
MELPHALAN,Disability,5
MELPHALAN,Hospitalization,97
MELPHALAN,Life Threatening,67
MELPHALAN,Other Serious Outcome,246
MELPHALAN HYDROCHLORIDE,Death,24
MELPHALAN HYDROCHLORIDE,Hospitalization,40
MELPHALAN HYDROCHLORIDE,Life Threatening,40
MELPHALAN HYDROCHLORIDE,Other Serious Outcome,28
MEMANTINE,Death,14
MEMANTINE,Hospitalization,34
MEMANTINE,Life Threatening,9
MEMANTINE,Other Serious Outcome,46
MEMANTINE HYDROCHLORIDE,Hospitalization,2
MENEST,Other Serious Outcome,1
"MENINGOCOCCAL (GROUPS A, C, Y, W) CONJUGATE VACCINE NOS",Hospitalization,15
"MENINGOCOCCAL (GROUPS A, C, Y, W) CONJUGATE VACCINE NOS",Other Serious Outcome,15
MENOPUR,Hospitalization,6
MENOPUR,Life Threatening,3
MENOPUR,Other Serious Outcome,5
MENOPUR,Required Intervention,1
MENOTROPINS,Hospitalization,2
MENOTROPINS,Other Serious Outcome,2
MENS ROGAINE,Other Serious Outcome,7
MENS ROGAINE UNSCENTED FORMULA,Other Serious Outcome,8
MEPERIDINE,Hospitalization,4
MEPERIDINE HYDROCHLORIDE,Disability,2
MEPERIDINE HYDROCHLORIDE,Other Serious Outcome,2
MEPIVACAINE HYDROCHLORIDE,Other Serious Outcome,10
MEPOLIZUMAB,Death,222
MEPOLIZUMAB,Hospitalization,1140
MEPOLIZUMAB,Life Threatening,61
MEPOLIZUMAB,Other Serious Outcome,2021
MEPOLIZUMAB,Required Intervention,21
MEPROBAMATE,Life Threatening,6
MEPRON,Other Serious Outcome,1
MEPSEVII,Death,8
MEPSEVII,Hospitalization,7
MEPSEVII,Other Serious Outcome,2
MERCAPTOPURINE,Hospitalization,8
MERCAPTOPURINE,Life Threatening,6
MERCAPTOPURINE,Other Serious Outcome,19
MEROPENEM,Congenital Anomaly,5
MEROPENEM,Death,69
MEROPENEM,Hospitalization,174
MEROPENEM,Life Threatening,112
MEROPENEM,Other Serious Outcome,214
MESALAMINE,Congenital Anomaly,75
MESALAMINE,Death,266
MESALAMINE,Disability,356
MESALAMINE,Hospitalization,612
MESALAMINE,Life Threatening,259
MESALAMINE,Other Serious Outcome,1048
MESALAMINE,Required Intervention,1
MESNA,Death,1
MESNA,Disability,2
MESNA,Hospitalization,29
MESNA,Other Serious Outcome,30
MESTINON,Hospitalization,45
MESTINON,Other Serious Outcome,45
METALYSE,Death,19
METALYSE,Hospitalization,4
METALYSE,Life Threatening,9
METALYSE,Other Serious Outcome,25
METARAMINOL BITARTRATE,Other Serious Outcome,1
METFORMIN,Congenital Anomaly,65
METFORMIN,Death,629
METFORMIN,Disability,446
METFORMIN,Hospitalization,3058
METFORMIN,Life Threatening,1859
METFORMIN,Other Serious Outcome,4073
METFORMIN HYDROCHLORIDE,Congenital Anomaly,200
METFORMIN HYDROCHLORIDE,Death,333
METFORMIN HYDROCHLORIDE,Disability,348
METFORMIN HYDROCHLORIDE,Hospitalization,1123
METFORMIN HYDROCHLORIDE,Life Threatening,648
METFORMIN HYDROCHLORIDE,Other Serious Outcome,1087
METFORMIN HYDROCHLORIDE,Required Intervention,4
METFORMIN HYDROCHLORIDE\SITAGLIPTIN,Hospitalization,1
METFORMIN HYDROCHLORIDE\SITAGLIPTIN,Required Intervention,1
METFORMIN HYDROCHLORIDE\SITAGLIPTIN PHOSPHATE,Congenital Anomaly,2
METFORMIN HYDROCHLORIDE\SITAGLIPTIN PHOSPHATE,Hospitalization,2
METFORMIN HYDROCHLORIDE\SITAGLIPTIN PHOSPHATE,Other Serious Outcome,11
METFORMIN\NALTREXONE\TOPIRAMATE,Other Serious Outcome,2
METFORMIN\SITAGLIPTIN,Hospitalization,4
METFORMIN\SITAGLIPTIN,Life Threatening,2
METFORMIN\SITAGLIPTIN,Other Serious Outcome,6
METGLUCO,Death,2
METGLUCO,Hospitalization,65
METGLUCO,Other Serious Outcome,83
METHADONE,Death,72
METHADONE,Hospitalization,231
METHADONE,Life Threatening,21
METHADONE,Other Serious Outcome,261
METHADONE,Required Intervention,4
METHADONE HYDROCHLORIDE,Death,9
METHADONE HYDROCHLORIDE,Hospitalization,25
METHADONE HYDROCHLORIDE,Life Threatening,13
METHADONE HYDROCHLORIDE,Other Serious Outcome,35
METHADOSE,Death,18
METHADOSE,Hospitalization,25
METHADOSE,Other Serious Outcome,36
METHAMPHETAMINE,Death,59
METHAMPHETAMINE,Hospitalization,49
METHAMPHETAMINE,Life Threatening,27
METHAMPHETAMINE,Other Serious Outcome,364
METHAMPHETAMINE HYDROCHLORIDE,Death,4
METHAMPHETAMINE HYDROCHLORIDE,Other Serious Outcome,9
METHAZOLAMIDE,Other Serious Outcome,3
METHENAMINE HIPPURATE,Hospitalization,3
METHENAMINE HIPPURATE,Other Serious Outcome,2
METHENAMINE MANDELATE,Other Serious Outcome,5
METHIMAZOLE,Death,4
METHIMAZOLE,Hospitalization,111
METHIMAZOLE,Life Threatening,49
METHIMAZOLE,Other Serious Outcome,114
METHOCARBAMOL,Death,3
METHOCARBAMOL,Disability,6
METHOCARBAMOL,Hospitalization,8
METHOCARBAMOL,Other Serious Outcome,12
METHOHEXITAL SODIUM,Hospitalization,2
METHOTREXATE,Congenital Anomaly,3364
METHOTREXATE,Death,6455
METHOTREXATE,Disability,6284
METHOTREXATE,Hospitalization,9975
METHOTREXATE,Life Threatening,6920
METHOTREXATE,Other Serious Outcome,12475
METHOTREXATE (METHOTREXATE SODIUM),Hospitalization,35
METHOTREXATE (METHOTREXATE SODIUM),Life Threatening,16
METHOTREXATE (METHOTREXATE SODIUM),Other Serious Outcome,47
METHOTREXATE SODIUM,Congenital Anomaly,106
METHOTREXATE SODIUM,Death,417
METHOTREXATE SODIUM,Disability,390
METHOTREXATE SODIUM,Hospitalization,1369
METHOTREXATE SODIUM,Life Threatening,594
METHOTREXATE SODIUM,Other Serious Outcome,2555
METHYL SALICYLATE,Hospitalization,2
METHYLCOBALAMIN\NALTREXONE\TOPIRAMATE,Other Serious Outcome,3
METHYLDOPA,Other Serious Outcome,25
METHYLENE BLUE,Death,2
METHYLENE BLUE,Hospitalization,25
METHYLENE BLUE,Life Threatening,6
METHYLENE BLUE,Other Serious Outcome,31
METHYLPHENIDATE,Congenital Anomaly,6
METHYLPHENIDATE,Death,4
METHYLPHENIDATE,Hospitalization,69
METHYLPHENIDATE,Life Threatening,62
METHYLPHENIDATE,Other Serious Outcome,243
METHYLPHENIDATE HYDROCHLORIDE,Congenital Anomaly,4
METHYLPHENIDATE HYDROCHLORIDE,Death,6
METHYLPHENIDATE HYDROCHLORIDE,Disability,4
METHYLPHENIDATE HYDROCHLORIDE,Hospitalization,79
METHYLPHENIDATE HYDROCHLORIDE,Life Threatening,16
METHYLPHENIDATE HYDROCHLORIDE,Other Serious Outcome,186
METHYLPREDNISOLONE,Congenital Anomaly,100
METHYLPREDNISOLONE,Death,198
METHYLPREDNISOLONE,Disability,109
METHYLPREDNISOLONE,Hospitalization,368
METHYLPREDNISOLONE,Life Threatening,224
METHYLPREDNISOLONE,Other Serious Outcome,490
METHYLPREDNISOLONE ACETATE,Death,21
METHYLPREDNISOLONE ACETATE,Hospitalization,73
METHYLPREDNISOLONE ACETATE,Life Threatening,40
METHYLPREDNISOLONE ACETATE,Other Serious Outcome,81
METHYLPREDNISOLONE SODIUM SUCCINATE,Congenital Anomaly,56
METHYLPREDNISOLONE SODIUM SUCCINATE,Death,148
METHYLPREDNISOLONE SODIUM SUCCINATE,Disability,66
METHYLPREDNISOLONE SODIUM SUCCINATE,Hospitalization,386
METHYLPREDNISOLONE SODIUM SUCCINATE,Life Threatening,239
METHYLPREDNISOLONE SODIUM SUCCINATE,Other Serious Outcome,596
METOCLOPRAMIDE,Congenital Anomaly,10
METOCLOPRAMIDE,Death,5
METOCLOPRAMIDE,Disability,62
METOCLOPRAMIDE,Hospitalization,114
METOCLOPRAMIDE,Life Threatening,1
METOCLOPRAMIDE,Other Serious Outcome,95
METOCLOPRAMIDE,Required Intervention,1
METOCLOPRAMIDE HYDROCHLORIDE,Disability,1
METOCLOPRAMIDE HYDROCHLORIDE,Hospitalization,3
METOCLOPRAMIDE HYDROCHLORIDE,Life Threatening,3
METOCLOPRAMIDE HYDROCHLORIDE,Other Serious Outcome,4
METOLAZONE,Hospitalization,2
METOLAZONE,Other Serious Outcome,4
METOPIRONE,Hospitalization,18
METOPIRONE,Life Threatening,1
METOPIRONE,Other Serious Outcome,5
METOPROLOL,Congenital Anomaly,18
METOPROLOL,Death,1
METOPROLOL,Disability,63
METOPROLOL,Hospitalization,382
METOPROLOL,Life Threatening,129
METOPROLOL,Other Serious Outcome,552
METOPROLOL SUCCINATE,Death,7
METOPROLOL SUCCINATE,Hospitalization,128
METOPROLOL SUCCINATE,Life Threatening,31
METOPROLOL SUCCINATE,Other Serious Outcome,190
METOPROLOL SUCCINATE,Required Intervention,6
METOPROLOL TARTRATE,Hospitalization,45
METOPROLOL TARTRATE,Life Threatening,32
METOPROLOL TARTRATE,Other Serious Outcome,57
METRELEPTIN,Death,10
METRELEPTIN,Hospitalization,150
METRELEPTIN,Life Threatening,8
METRELEPTIN,Other Serious Outcome,207
METRONIDAZOLE,Congenital Anomaly,2
METRONIDAZOLE,Death,58
METRONIDAZOLE,Disability,86
METRONIDAZOLE,Hospitalization,327
METRONIDAZOLE,Life Threatening,82
METRONIDAZOLE,Other Serious Outcome,608
METRONIDAZOLE,Required Intervention,4
METRONIDAZOLE\NYSTATIN,Other Serious Outcome,4
MEXILETINE,Life Threatening,1
MICAFUNGIN,Hospitalization,8
MICAFUNGIN,Other Serious Outcome,15
MICAFUNGIN SODIUM,Death,3
MICAFUNGIN SODIUM,Other Serious Outcome,2
MICARDIS,Disability,34
MICARDIS,Hospitalization,44
MICARDIS,Other Serious Outcome,36
MICARDIS HCT,Other Serious Outcome,22
MICONAZOLE,Other Serious Outcome,3
MIDAZOLAM,Hospitalization,81
MIDAZOLAM,Life Threatening,54
MIDAZOLAM,Other Serious Outcome,173
MIDAZOLAM HYDROCHLORIDE,Death,2
MIDAZOLAM HYDROCHLORIDE,Other Serious Outcome,11
MIDODRINE,Hospitalization,21
MIDODRINE,Life Threatening,6
MIDODRINE,Other Serious Outcome,80
MIDODRINE HYDROCHLORIDE,Hospitalization,7
MIDODRINE HYDROCHLORIDE,Other Serious Outcome,17
MIDOL COMPLETE,Life Threatening,1
MIDOL COMPLETE,Other Serious Outcome,1
MIDOSTAURIN,Death,9
MIDOSTAURIN,Hospitalization,41
MIDOSTAURIN,Life Threatening,7
MIDOSTAURIN,Other Serious Outcome,42
MIEBO,Death,21
MIEBO,Hospitalization,61
MIEBO,Other Serious Outcome,141
MIFEPRISTONE,Hospitalization,5
MIFEPRISTONE,Other Serious Outcome,12
MIFEPRISTONE,Required Intervention,3
MIGLUSTAT,Hospitalization,4
MIGRAINE FORMULA,Disability,4
MIGRAINE FORMULA,Hospitalization,7
MIGRAINE FORMULA,Life Threatening,4
MIGRAINE FORMULA,Other Serious Outcome,4
MIGRAINE FORMULA,Required Intervention,4
MILK OF MAGNESIA,Hospitalization,1
MILRINONE,Hospitalization,5
MILRINONE,Life Threatening,5
MILRINONE,Other Serious Outcome,8
MILRINONE LACTATE,Hospitalization,2
MILRINONE LACTATE,Other Serious Outcome,2
MINERAL OIL,Hospitalization,8
MINERAL OIL,Other Serious Outcome,8
MINERALS\VITAMINS,Hospitalization,2
MINIRIN,Hospitalization,5
MINOCIN,Death,2
MINOCIN,Disability,2
MINOCIN,Hospitalization,5
MINOCIN,Life Threatening,2
MINOCYCLINE,Death,9
MINOCYCLINE,Hospitalization,30
MINOCYCLINE,Life Threatening,2
MINOCYCLINE,Other Serious Outcome,70
MINOCYCLINE,Required Intervention,5
MINOCYCLINE HYDROCHLORIDE,Hospitalization,3
MINOCYCLINE HYDROCHLORIDE,Other Serious Outcome,6
MINOXIDIL,Disability,22
MINOXIDIL,Hospitalization,63
MINOXIDIL,Life Threatening,52
MINOXIDIL,Other Serious Outcome,90
MINOXIDIL,Required Intervention,45
MIPLYFFA,Death,5
MIPLYFFA,Hospitalization,10
MIPLYFFA,Other Serious Outcome,7
MIRABEGRON,Disability,4
MIRABEGRON,Hospitalization,42
MIRABEGRON,Life Threatening,3
MIRABEGRON,Other Serious Outcome,109
MIRAFAST SOFT CHEWS,Hospitalization,4
MIRAFAST SOFT CHEWS,Other Serious Outcome,3
MIRALAX,Hospitalization,4
MIRALAX,Life Threatening,1
MIRALAX,Other Serious Outcome,43
MIRAPEX,Hospitalization,53
MIRAPEX,Life Threatening,25
MIRAPEX,Other Serious Outcome,25
MIRCERA,Death,283
MIRCERA,Disability,6
MIRCERA,Hospitalization,133
MIRCERA,Life Threatening,16
MIRCERA,Other Serious Outcome,174
MIRCERA,Required Intervention,2
MIRDAMETINIB,Hospitalization,144
MIRDAMETINIB,Other Serious Outcome,226
MIRENA,Death,1
MIRENA,Disability,103
MIRENA,Hospitalization,244
MIRENA,Life Threatening,42
MIRENA,Other Serious Outcome,646
MIRENA,Required Intervention,23
MIRIKIZUMAB,Hospitalization,1
MIRIKIZUMAB,Other Serious Outcome,5
MIRTAZAPINE,Congenital Anomaly,14
MIRTAZAPINE,Death,190
MIRTAZAPINE,Disability,248
MIRTAZAPINE,Hospitalization,704
MIRTAZAPINE,Life Threatening,154
MIRTAZAPINE,Other Serious Outcome,1414
MIRVETUXIMAB SORAVTANSINE,Death,7
MIRVETUXIMAB SORAVTANSINE,Disability,1
MIRVETUXIMAB SORAVTANSINE,Hospitalization,26
MIRVETUXIMAB SORAVTANSINE,Other Serious Outcome,30
