drugname,outcome_code,count
MIRVETUXIMAB SORAVTANSINE-GYNX,Death,4
MIRVETUXIMAB SORAVTANSINE-GYNX,Hospitalization,24
MIRVETUXIMAB SORAVTANSINE-GYNX,Life Threatening,8
MIRVETUXIMAB SORAVTANSINE-GYNX,Other Serious Outcome,26
MISOPROSTOL,Death,8
MISOPROSTOL,Hospitalization,24
MISOPROSTOL,Life Threatening,15
MISOPROSTOL,Other Serious Outcome,26
MITAPIVAT,Hospitalization,39
MITAPIVAT,Other Serious Outcome,64
MITICURE,Hospitalization,5
MITICURE,Life Threatening,1
MITICURE,Other Serious Outcome,6
MITOMYCIN,Death,4
MITOMYCIN,Hospitalization,31
MITOMYCIN,Life Threatening,8
MITOMYCIN,Other Serious Outcome,48
MITOMYCIN C,Other Serious Outcome,4
MITOXANTRONE,Death,5
MITOXANTRONE,Other Serious Outcome,5
MIXED RAGWEED,Other Serious Outcome,1
MOBIC,Other Serious Outcome,3
MOBOCERTINIB,Death,15
MOBOCERTINIB,Hospitalization,21
MOBOCERTINIB,Other Serious Outcome,39
MOCLOBEMIDE,Other Serious Outcome,20
MODAFINIL,Disability,4
MODAFINIL,Hospitalization,21
MODAFINIL,Other Serious Outcome,18
MODEYSO,Death,19
MODEYSO,Hospitalization,30
MODEYSO,Other Serious Outcome,13
MOGAMULIZUMAB,Hospitalization,30
MOGAMULIZUMAB,Life Threatening,1
MOGAMULIZUMAB,Other Serious Outcome,34
MOLD MIX 1,Other Serious Outcome,2
MOLNUPIRAVIR,Death,6
MOMELOTINIB,Death,163
MOMELOTINIB,Disability,2
MOMELOTINIB,Hospitalization,158
MOMELOTINIB,Life Threatening,6
MOMELOTINIB,Other Serious Outcome,368
MOMELOTINIB,Required Intervention,3
MOMELOTINIB DIHYDROCHLORIDE,Death,8
MOMELOTINIB DIHYDROCHLORIDE,Disability,1
MOMELOTINIB DIHYDROCHLORIDE,Hospitalization,17
MOMELOTINIB DIHYDROCHLORIDE,Life Threatening,6
MOMELOTINIB DIHYDROCHLORIDE,Other Serious Outcome,77
MOMETASONE,Hospitalization,78
MOMETASONE,Other Serious Outcome,99
MOMETASONE FUROATE,Congenital Anomaly,5
MOMETASONE FUROATE,Hospitalization,48
MOMETASONE FUROATE,Other Serious Outcome,190
MOMETASONE FUROATE\OLOPATADINE HYDROCHLORIDE,Other Serious Outcome,5
MONISTAT,Disability,8
MONISTAT,Hospitalization,3
MONISTAT 1 COMBINATION PACK,Other Serious Outcome,4
MONISTAT 3,Other Serious Outcome,10
MONISTAT 7,Required Intervention,8
MONISTAT COMPLETE CARE INSTANT ITCH RELIEF,Other Serious Outcome,2
MONISTAT TIOCONAZOLE 1,Hospitalization,5
MONISTAT TIOCONAZOLE 1,Other Serious Outcome,5
MONJUVI,Other Serious Outcome,7
MONOFERRIC,Death,1
MONOFERRIC,Hospitalization,12
MONOFERRIC,Life Threatening,4
MONOFERRIC,Other Serious Outcome,56
MONOFERRIC,Required Intervention,10
MONOKET,Hospitalization,6
MONOKET,Other Serious Outcome,6
MONTELUKAST,Congenital Anomaly,72
MONTELUKAST,Death,122
MONTELUKAST,Disability,131
MONTELUKAST,Hospitalization,300
MONTELUKAST,Life Threatening,167
MONTELUKAST,Other Serious Outcome,891
MONTELUKAST,Required Intervention,19
MONTELUKAST SODIUM,Death,79
MONTELUKAST SODIUM,Disability,12
MONTELUKAST SODIUM,Hospitalization,183
MONTELUKAST SODIUM,Life Threatening,57
MONTELUKAST SODIUM,Other Serious Outcome,500
MOROCTOCOG ALFA,Other Serious Outcome,1
MORPHINE,Death,12
MORPHINE,Hospitalization,143
MORPHINE,Life Threatening,90
MORPHINE,Other Serious Outcome,230
MORPHINE SULFATE,Congenital Anomaly,30
MORPHINE SULFATE,Death,185
MORPHINE SULFATE,Disability,75
MORPHINE SULFATE,Hospitalization,457
MORPHINE SULFATE,Life Threatening,204
MORPHINE SULFATE,Other Serious Outcome,743
MOSUNETUZUMAB,Death,3
MOSUNETUZUMAB,Other Serious Outcome,17
MOTEGRITY,Other Serious Outcome,9
MOTRIN,Hospitalization,10
MOTRIN,Life Threatening,3
MOTRIN,Other Serious Outcome,11
MOTRIN INFANTS,Hospitalization,3
MOTRIN INFANTS,Life Threatening,10
MOTRIN INFANTS,Other Serious Outcome,7
MOUNJARO,Congenital Anomaly,25
MOUNJARO,Death,211
MOUNJARO,Disability,295
MOUNJARO,Hospitalization,3047
MOUNJARO,Life Threatening,365
MOUNJARO,Other Serious Outcome,6393
MOUNJARO,Required Intervention,19
MOVIPREP,Death,5
MOVIPREP,Hospitalization,66
MOVIPREP,Other Serious Outcome,50
MOXIFLOXACIN,Death,132
MOXIFLOXACIN,Disability,12
MOXIFLOXACIN,Hospitalization,366
MOXIFLOXACIN,Life Threatening,88
MOXIFLOXACIN,Other Serious Outcome,695
MOXIFLOXACIN,Required Intervention,6
MOXIFLOXACIN HYDROCHLORIDE,Hospitalization,4
MOXIFLOXACIN HYDROCHLORIDE,Other Serious Outcome,50
MS CONTIN,Death,2
MS CONTIN,Hospitalization,8
MS CONTIN,Life Threatening,4
MS CONTIN,Other Serious Outcome,12
MUCINEX,Hospitalization,9
MUCINEX,Other Serious Outcome,2
MUCINEX COUGH CHEST CONGESTION,Life Threatening,2
MUCINEX COUGH CHEST CONGESTION,Other Serious Outcome,5
MUCINEX DM,Other Serious Outcome,5
MUCINEX DM MAXIMUM STRENGTH,Other Serious Outcome,7
MUCINEX MAXIMUM STRENGTH,Other Serious Outcome,2
MUCINEX SINUS-MAX SEVERE NASAL CONGESTION RELIEF CLEAR AND COOL NASAL,Other Serious Outcome,2
MULPLETA,Other Serious Outcome,4
MULTAQ,Death,8
MULTAQ,Hospitalization,7
MULTAQ,Life Threatening,7
MULTAQ,Other Serious Outcome,15
MULTIHANCE,Death,32
MULTIHANCE,Disability,3
MULTIHANCE,Hospitalization,2
MULTIHANCE,Other Serious Outcome,50
MULTIHANCE,Required Intervention,2
MUPIROCIN,Hospitalization,64
MUPIROCIN,Other Serious Outcome,73
MURO 128,Hospitalization,4
MVASI,Death,25
MVASI,Hospitalization,39
MVASI,Life Threatening,9
MVASI,Other Serious Outcome,85
MY CHOICE TM,Other Serious Outcome,1
MYALEPT,Hospitalization,85
MYALEPT,Other Serious Outcome,86
MYCAMINE,Other Serious Outcome,12
MYCAPSSA,Death,4
MYCAPSSA,Hospitalization,45
MYCAPSSA,Other Serious Outcome,12
MYCOBUTIN,Hospitalization,1
MYCOPHENOLATE MOFETIL,Congenital Anomaly,390
MYCOPHENOLATE MOFETIL,Death,2108
MYCOPHENOLATE MOFETIL,Disability,609
MYCOPHENOLATE MOFETIL,Hospitalization,4433
MYCOPHENOLATE MOFETIL,Life Threatening,1820
MYCOPHENOLATE MOFETIL,Other Serious Outcome,7478
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,Hospitalization,4
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,Life Threatening,4
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,Other Serious Outcome,5
MYCOPHENOLATE SODIUM,Death,16
MYCOPHENOLATE SODIUM,Hospitalization,70
MYCOPHENOLATE SODIUM,Life Threatening,21
MYCOPHENOLATE SODIUM,Other Serious Outcome,96
MYCOPHENOLIC ACID,Death,157
MYCOPHENOLIC ACID,Disability,9
MYCOPHENOLIC ACID,Hospitalization,350
MYCOPHENOLIC ACID,Life Threatening,122
MYCOPHENOLIC ACID,Other Serious Outcome,521
MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM),Hospitalization,1
MYDRIACYL,Other Serious Outcome,3
MYFEMBREE,Life Threatening,5
MYFEMBREE,Other Serious Outcome,27
MYFORTIC,Death,52
MYFORTIC,Hospitalization,96
MYFORTIC,Life Threatening,84
MYFORTIC,Other Serious Outcome,185
MYLOTARG,Other Serious Outcome,1
MYOVIEW,Hospitalization,6
MYOVIEW,Life Threatening,6
MYOVIEW,Other Serious Outcome,13
MYOZYME,Death,15
MYOZYME,Hospitalization,25
MYOZYME,Life Threatening,15
MYOZYME,Other Serious Outcome,28
MYRBETRIQ,Congenital Anomaly,261
MYRBETRIQ,Death,353
MYRBETRIQ,Disability,349
MYRBETRIQ,Hospitalization,353
MYRBETRIQ,Life Threatening,349
MYRBETRIQ,Other Serious Outcome,382
NABILONE,Hospitalization,45
NABILONE,Other Serious Outcome,45
NADH,Other Serious Outcome,4
NADIDE,Hospitalization,12
NADIDE,Other Serious Outcome,3
NADOFARAGENE FIRADENOVEC,Hospitalization,9
NADOFARAGENE FIRADENOVEC,Other Serious Outcome,9
NADOLOL,Hospitalization,18
NADOLOL,Other Serious Outcome,18
NAFARELIN ACETATE,Hospitalization,3
NAFARELIN ACETATE,Other Serious Outcome,3
NAFCILLIN,Death,2
NAFCILLIN,Hospitalization,4
NAFCILLIN,Life Threatening,2
NAFCILLIN,Other Serious Outcome,6
NAFCILLIN SODIUM,Hospitalization,1
NAFCILLIN SODIUM,Other Serious Outcome,1
NAGLAZYME,Death,27
NAGLAZYME,Hospitalization,93
NAGLAZYME,Other Serious Outcome,41
NALMEFENE,Death,1
NALMEFENE,Other Serious Outcome,1
NALMEFENE HYDROCHLORIDE,Hospitalization,1
NALMEFENE HYDROCHLORIDE,Other Serious Outcome,2
NALOXEGOL OXALATE,Hospitalization,1
NALOXEGOL OXALATE,Other Serious Outcome,3
NALOXONE,Death,1
NALOXONE,Hospitalization,33
NALOXONE,Life Threatening,21
NALOXONE,Other Serious Outcome,9
NALOXONE HCL,Hospitalization,2
NALOXONE HCL,Life Threatening,4
NALOXONE HCL,Other Serious Outcome,2
NALOXONE HYDROCHLORIDE,Death,1
NALOXONE HYDROCHLORIDE,Hospitalization,7
NALOXONE HYDROCHLORIDE,Life Threatening,5
NALOXONE HYDROCHLORIDE,Other Serious Outcome,12
NALTREXONE,Hospitalization,6
NALTREXONE,Other Serious Outcome,21
NALTREXONE HYDROCHLORIDE,Hospitalization,1
NALTREXONE HYDROCHLORIDE,Life Threatening,10
NALTREXONE HYDROCHLORIDE,Other Serious Outcome,32
NALTREXONE HYDROCHLORIDE,Required Intervention,10
NAPROSYN,Death,1
NAPROSYN,Disability,74
NAPROSYN,Hospitalization,138
NAPROSYN,Life Threatening,20
NAPROSYN,Other Serious Outcome,212
NAPROXEN,Congenital Anomaly,316
NAPROXEN,Death,434
NAPROXEN,Disability,396
NAPROXEN,Hospitalization,640
NAPROXEN,Life Threatening,449
NAPROXEN,Other Serious Outcome,849
NAPROXEN,Required Intervention,2
NAPROXEN SODIUM,Congenital Anomaly,267
NAPROXEN SODIUM,Death,466
NAPROXEN SODIUM,Disability,416
NAPROXEN SODIUM,Hospitalization,441
NAPROXEN SODIUM,Life Threatening,446
NAPROXEN SODIUM,Other Serious Outcome,553
NARATRIPTAN,Hospitalization,1
NARCAN,Other Serious Outcome,4
NARDIL,Disability,3
NARDIL,Hospitalization,3
NASONEX,Hospitalization,107
NASONEX,Other Serious Outcome,96
NATALIZUMAB,Congenital Anomaly,2
NATALIZUMAB,Death,2
NATALIZUMAB,Disability,1
NATALIZUMAB,Hospitalization,33
NATALIZUMAB,Life Threatening,1
NATALIZUMAB,Other Serious Outcome,73
NATPARA (PARATHYROID HORMONE),Hospitalization,17
NATPARA (PARATHYROID HORMONE),Life Threatening,4
NATPARA (PARATHYROID HORMONE),Other Serious Outcome,24
NATROBA,Other Serious Outcome,1
NAYZILAM,Hospitalization,4
NAYZILAM,Other Serious Outcome,35
NEBIVOLOL,Death,4
NEBIVOLOL,Disability,2
NEBIVOLOL,Hospitalization,6
NEBIVOLOL,Life Threatening,13
NEBIVOLOL,Other Serious Outcome,27
NECITUMUMAB,Death,24
NECITUMUMAB,Hospitalization,18
NECITUMUMAB,Life Threatening,5
NECITUMUMAB,Other Serious Outcome,68
NEFFY,Other Serious Outcome,7
NELARABINE,Hospitalization,5
NELARABINE,Life Threatening,4
NELARABINE,Other Serious Outcome,22
NELVUTAMIG,Death,2
NELVUTAMIG,Hospitalization,10
NELVUTAMIG,Life Threatening,2
NELVUTAMIG,Other Serious Outcome,12
NEMLUVIO,Death,19
NEMLUVIO,Hospitalization,189
NEMLUVIO,Other Serious Outcome,266
NEMOLIZUMAB,Death,17
NEMOLIZUMAB,Hospitalization,150
NEMOLIZUMAB,Other Serious Outcome,312
NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,Hospitalization,18
NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,Other Serious Outcome,18
NEORAL,Death,18
NEORAL,Disability,60
NEORAL,Hospitalization,130
NEORAL,Life Threatening,5
NEORAL,Other Serious Outcome,135
NEOSPORIN,Hospitalization,3
NEOSTIGMINE METHYLSULFATE,Hospitalization,6
NEOSTIGMINE METHYLSULFATE,Life Threatening,2
NEOSTIGMINE METHYLSULFATE,Other Serious Outcome,6
NEOTIGASON,Other Serious Outcome,7
NERANDOMILAST,Other Serious Outcome,2
NERATINIB,Other Serious Outcome,5
NERLYNX,Death,15
NERLYNX,Hospitalization,56
NERLYNX,Other Serious Outcome,45
NESINA,Other Serious Outcome,2
NETARSUDIL,Other Serious Outcome,1
NETSPOT,Other Serious Outcome,2
NETUPITANT\PALONOSETRON,Other Serious Outcome,4
NEULASTA,Death,36
NEULASTA,Hospitalization,64
NEULASTA,Life Threatening,16
NEULASTA,Other Serious Outcome,74
NEUPOGEN,Other Serious Outcome,13
NEUPRO,Hospitalization,12
NEUPRO,Other Serious Outcome,39
NEURACEQ,Other Serious Outcome,11
NEURONTIN,Death,12
NEURONTIN,Disability,180
NEURONTIN,Hospitalization,238
NEURONTIN,Life Threatening,22
NEURONTIN,Other Serious Outcome,479
NEUTROGENA BEACH DEFENSE WATER PLUS SUN PROTECTION SUNSCREEN BROAD SPECTRUM SPF30 (AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE),Other Serious Outcome,1
NEUTROGENA ULTRA SHEER BODY MIST SUNSCREEN BROAD SPECTRUM SPF 70 (AVO\HOM\OCTI\OCTO),Other Serious Outcome,1
NEUTROGENA ULTRA SHEER FACE MIST SUNSCREEN BROAD SPECTRUM SPF 55,Other Serious Outcome,7
NEVANAC,Other Serious Outcome,11
NEVIRAPINE,Congenital Anomaly,3
NEVIRAPINE,Hospitalization,14
NEVIRAPINE,Other Serious Outcome,27
NEXAVAR,Death,11
NEXAVAR,Hospitalization,19
NEXAVAR,Life Threatening,2
NEXAVAR,Other Serious Outcome,14
NEXIUM,Death,1
NEXIUM,Disability,64
NEXIUM,Hospitalization,151
NEXIUM,Life Threatening,6
NEXIUM,Other Serious Outcome,453
NEXIUM 24HR,Death,6
NEXIUM 24HR,Disability,489
NEXIUM 24HR,Hospitalization,664
NEXIUM 24HR,Life Threatening,651
NEXIUM 24HR,Other Serious Outcome,716
NEXLETOL,Other Serious Outcome,10
NEXLIZET,Other Serious Outcome,1
NEXPLANON,Disability,49
NEXPLANON,Hospitalization,62
NEXPLANON,Life Threatening,21
NEXPLANON,Other Serious Outcome,797
NEXPLANON,Required Intervention,12
NEXTERONE,Hospitalization,18
NEXTERONE,Other Serious Outcome,20
NEXVIAZYME,Congenital Anomaly,9
NEXVIAZYME,Hospitalization,35
NEXVIAZYME,Other Serious Outcome,49
NGENLA,Hospitalization,21
NGENLA,Other Serious Outcome,77
NIASTASE RT,Hospitalization,2
NIASTASE RT,Life Threatening,2
NIASTASE RT,Other Serious Outcome,2
NICARDIPINE,Death,2
NICARDIPINE,Hospitalization,24
NICARDIPINE,Life Threatening,5
NICARDIPINE,Other Serious Outcome,27
NICARDIPINE HYDROCHLORIDE,Hospitalization,7
NICARDIPINE HYDROCHLORIDE,Other Serious Outcome,12
NICODERM CQ,Hospitalization,3
NICODERM CQ,Other Serious Outcome,3
NICORETTE,Death,1
NICORETTE,Hospitalization,5
NICORETTE,Other Serious Outcome,25
NICORETTE FRUIT CHILL,Other Serious Outcome,2
NICORETTE MINT,Other Serious Outcome,1
NICOTINE,Hospitalization,65
NICOTINE,Life Threatening,7
NICOTINE,Other Serious Outcome,97
NICOTINE POLACRILEX,Other Serious Outcome,2
NICOTINE TRANSDERMAL SYSTEM,Hospitalization,1
NICOTINE TRANSDERMAL SYSTEM,Other Serious Outcome,4
NICOTINELL,Hospitalization,10
NICOTINELL,Other Serious Outcome,45
NICOTINE\TOBACCO LEAF,Other Serious Outcome,3
NIFEDIPINE,Hospitalization,86
NIFEDIPINE,Life Threatening,27
NIFEDIPINE,Other Serious Outcome,119
NIGHTTIME SLEEP AID (DOXYLAMINE SUCCINATE),Other Serious Outcome,4
NIKKI,Hospitalization,1
NIKKI,Other Serious Outcome,1
NIKTIMVO,Death,2
NIKTIMVO,Hospitalization,3
NIKTIMVO,Other Serious Outcome,19
NILOTINIB,Death,38
NILOTINIB,Hospitalization,69
NILOTINIB,Other Serious Outcome,197
NILOTINIB HYDROCHLORIDE ANHYDROUS,Other Serious Outcome,2
NIMBEX,Other Serious Outcome,1
NIMODIPINE,Hospitalization,2
NIMODIPINE,Life Threatening,6
NIMODIPINE,Other Serious Outcome,11
NINLARO,Death,10
NINLARO,Hospitalization,18
NINLARO,Other Serious Outcome,53
NINTEDANIB,Death,159
NINTEDANIB,Disability,2
NINTEDANIB,Hospitalization,210
NINTEDANIB,Life Threatening,24
NINTEDANIB,Other Serious Outcome,527
NINTEDANIB,Required Intervention,12
NINTEDANIB ESYLATE,Other Serious Outcome,7
NIRAPARIB,Death,73
NIRAPARIB,Hospitalization,128
NIRAPARIB,Life Threatening,45
NIRAPARIB,Other Serious Outcome,184
NIRMATRELVIR\RITONAVIR,Hospitalization,7
NIRMATRELVIR\RITONAVIR,Life Threatening,2
NIROGACESTAT,Death,39
NIROGACESTAT,Disability,42
NIROGACESTAT,Hospitalization,399
NIROGACESTAT,Life Threatening,2
NIROGACESTAT,Other Serious Outcome,294
NIRSEVIMAB,Death,16
NIRSEVIMAB,Hospitalization,78
NIRSEVIMAB,Other Serious Outcome,115
NIRSEVIMAB-ALIP,Hospitalization,1
NIRSEVIMAB-ALIP,Other Serious Outcome,1
NITISINONE,Death,7
NITISINONE,Hospitalization,7
NITISINONE,Other Serious Outcome,7
NITRIC OXIDE,Death,63
NITRIC OXIDE,Disability,7
NITRIC OXIDE,Hospitalization,10
NITRIC OXIDE,Life Threatening,32
NITRIC OXIDE,Other Serious Outcome,133
NITROFURANTOIN,Death,6
NITROFURANTOIN,Disability,27
NITROFURANTOIN,Hospitalization,402
NITROFURANTOIN,Life Threatening,19
NITROFURANTOIN,Other Serious Outcome,553
NITROFURANTOIN,Required Intervention,7
NITROFURANTOIN MONO,Other Serious Outcome,4
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,Disability,22
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,Hospitalization,20
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,Life Threatening,11
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,Other Serious Outcome,18
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,Required Intervention,7
NITROGLYCERIN,Congenital Anomaly,110
NITROGLYCERIN,Death,115
NITROGLYCERIN,Disability,110
NITROGLYCERIN,Hospitalization,336
NITROGLYCERIN,Life Threatening,153
NITROGLYCERIN,Other Serious Outcome,334
NITROGLYCERIN TRANSDERMAL DELIVERY SYSTEM,Hospitalization,7
NITROUS OXIDE,Disability,2
NITROUS OXIDE,Hospitalization,51
NITROUS OXIDE,Life Threatening,7
NITROUS OXIDE,Other Serious Outcome,37
NITROUS OXIDE,Required Intervention,2
NITYR,Disability,8
NITYR,Hospitalization,20
NITYR,Other Serious Outcome,26
NIVESTYM,Death,2
NIVESTYM,Hospitalization,5
NIVESTYM,Other Serious Outcome,1
NIVOLUMAB,Death,146
NIVOLUMAB,Disability,24
NIVOLUMAB,Hospitalization,539
NIVOLUMAB,Life Threatening,106
NIVOLUMAB,Other Serious Outcome,1166
NIVOLUMAB\RELATLIMAB,Death,4
NIVOLUMAB\RELATLIMAB,Hospitalization,1
NIVOLUMAB\RELATLIMAB,Other Serious Outcome,4
NO DRIP SEVERE ANEFRIN NASAL,Other Serious Outcome,1
NOCDURNA,Hospitalization,6
NORCO,Other Serious Outcome,10
NORDITROPIN,Death,1
NORDITROPIN,Disability,29
NORDITROPIN,Hospitalization,39
NORDITROPIN,Life Threatening,3
NORDITROPIN,Other Serious Outcome,190
NOREPINEPHRINE,Death,7
NOREPINEPHRINE,Hospitalization,34
NOREPINEPHRINE,Life Threatening,22
NOREPINEPHRINE,Other Serious Outcome,13
NOREPINEPHRINE BITARTRATE,Death,13
NOREPINEPHRINE BITARTRATE,Disability,1
NOREPINEPHRINE BITARTRATE,Hospitalization,14
NOREPINEPHRINE BITARTRATE,Life Threatening,31
NOREPINEPHRINE BITARTRATE,Other Serious Outcome,43
NORETHINDRONE,Hospitalization,1
NORETHINDRONE,Other Serious Outcome,3
NORPACE,Disability,2
NORPACE,Other Serious Outcome,13
NORPACE CR,Disability,1
NORPACE CR,Hospitalization,10
NORPACE CR,Life Threatening,9
NORPACE CR,Other Serious Outcome,15
NORSPAN,Death,5
NORSPAN,Hospitalization,6
NORSPAN,Other Serious Outcome,22
NORTHERA,Death,3
NORTHERA,Hospitalization,9
NORTHERA,Other Serious Outcome,11
NORTRIPTYLINE,Other Serious Outcome,10
NORTRIPTYLINE,Required Intervention,4
NORTRIPTYLINE HYDROCHLORIDE,Hospitalization,2
NORTRIPTYLINE HYDROCHLORIDE,Life Threatening,2
NORVASC,Disability,4
NORVASC,Hospitalization,79
NORVASC,Life Threatening,35
NORVASC,Other Serious Outcome,120
NORVIR,Hospitalization,10
NOURIANZ,Death,42
NOURIANZ,Hospitalization,73
NOURIANZ,Life Threatening,3
NOURIANZ,Other Serious Outcome,174
NOVATREX (METHOTREXATE),Other Serious Outcome,6
NOVOEIGHT,Death,7
NOVOEIGHT,Hospitalization,45
NOVOEIGHT,Life Threatening,6
NOVOEIGHT,Other Serious Outcome,89
NOVOLIN 70/30,Death,1
NOVOLIN 70/30,Disability,12
NOVOLIN 70/30,Hospitalization,27
NOVOLIN 70/30,Life Threatening,2
NOVOLIN 70/30,Other Serious Outcome,86
NOVOLIN N,Death,2
NOVOLIN N,Disability,5
NOVOLIN N,Hospitalization,35
NOVOLIN N,Other Serious Outcome,74
NOVOLIN R,Death,3
NOVOLIN R,Hospitalization,59
NOVOLIN R,Other Serious Outcome,97
NOVOLOG,Death,46
NOVOLOG,Disability,108
NOVOLOG,Hospitalization,501
NOVOLOG,Life Threatening,3
NOVOLOG,Other Serious Outcome,1099
NOVOLOG MIX 50/50,Death,3
NOVOLOG MIX 50/50,Other Serious Outcome,3
NOVOLOG MIX 70/30,Death,18
NOVOLOG MIX 70/30,Disability,34
NOVOLOG MIX 70/30,Hospitalization,110
NOVOLOG MIX 70/30,Other Serious Outcome,163
NOVORAPID,Congenital Anomaly,2
NOVORAPID,Death,63
NOVORAPID,Disability,2
NOVORAPID,Hospitalization,288
NOVORAPID,Life Threatening,66
NOVORAPID,Other Serious Outcome,335
NOVOSEVEN,Hospitalization,9
NOVOSEVEN,Life Threatening,1
NOVOSEVEN,Other Serious Outcome,23
NOVOSEVEN RT,Hospitalization,8
NOVOSEVEN RT,Other Serious Outcome,3
NOXAFIL,Death,12
NOXAFIL,Hospitalization,10
NOXAFIL,Life Threatening,4
NOXAFIL,Other Serious Outcome,21
NP THYROID,Hospitalization,2
NP THYROID,Life Threatening,4
NP THYROID,Other Serious Outcome,27
NPLATE,Death,12
NPLATE,Hospitalization,47
NPLATE,Life Threatening,15
NPLATE,Other Serious Outcome,52
NUBEQA,Death,66
NUBEQA,Disability,8
NUBEQA,Hospitalization,225
NUBEQA,Life Threatening,12
NUBEQA,Other Serious Outcome,528
NUCALA,Congenital Anomaly,861
NUCALA,Death,1148
NUCALA,Disability,872
NUCALA,Hospitalization,1621
NUCALA,Life Threatening,918
NUCALA,Other Serious Outcome,2004
NUCALA,Required Intervention,109
NUCYNTA,Death,62
NUCYNTA,Hospitalization,21
NUCYNTA,Other Serious Outcome,108
NUCYNTA ER,Hospitalization,3
NUCYNTA ER,Other Serious Outcome,12
NUEDEXTA,Death,3
NUEDEXTA,Hospitalization,5
NUEDEXTA,Other Serious Outcome,187
NULOJIX,Death,2
NULOJIX,Hospitalization,11
NULOJIX,Other Serious Outcome,8
NULYTELY,Hospitalization,31
NULYTELY,Other Serious Outcome,31
NUMBRINO,Hospitalization,4
NUMBRINO,Other Serious Outcome,4
NUPLAZID,Death,767
NUPLAZID,Disability,14
NUPLAZID,Hospitalization,1262
NUPLAZID,Life Threatening,19
NUPLAZID,Other Serious Outcome,4438
NURTEC ODT,Death,3
NURTEC ODT,Disability,8
NURTEC ODT,Hospitalization,12
NURTEC ODT,Life Threatening,1
NURTEC ODT,Other Serious Outcome,79
NUSINERSEN,Other Serious Outcome,11
NUTROPIN,Hospitalization,16
NUTROPIN,Other Serious Outcome,29
NUVARING,Disability,17
NUVARING,Hospitalization,11
NUVARING,Life Threatening,4
NUVARING,Other Serious Outcome,92
NUVESSA,Hospitalization,28
NUVESSA,Other Serious Outcome,25
NUWIQ,Other Serious Outcome,1
NUZYRA,Death,4
NUZYRA,Hospitalization,52
NUZYRA,Life Threatening,6
NUZYRA,Other Serious Outcome,60
NYPOZI,Death,4
NYPOZI,Hospitalization,4
NYSTATIN,Hospitalization,1
NYSTATIN,Other Serious Outcome,13
NYTOL,Other Serious Outcome,3
NYVEPRIA,Hospitalization,14
NYVEPRIA,Other Serious Outcome,7
OBETICHOLIC ACID,Hospitalization,2
OBETICHOLIC ACID,Other Serious Outcome,15
OBINUTUZUMAB,Death,22
OBINUTUZUMAB,Disability,4
OBINUTUZUMAB,Hospitalization,58
OBINUTUZUMAB,Life Threatening,13
OBINUTUZUMAB,Other Serious Outcome,227
OBIZUR,Death,2
OBIZUR,Other Serious Outcome,2
OCALIVA,Death,2
OCALIVA,Hospitalization,172
OCALIVA,Other Serious Outcome,926
OCELLA,Disability,3
OCRELIZUMAB,Congenital Anomaly,5
OCRELIZUMAB,Death,20
OCRELIZUMAB,Disability,20
OCRELIZUMAB,Hospitalization,99
OCRELIZUMAB,Life Threatening,9
OCRELIZUMAB,Other Serious Outcome,211
OCREVUS,Congenital Anomaly,13
OCREVUS,Death,84
OCREVUS,Disability,171
OCREVUS,Hospitalization,1360
OCREVUS,Life Threatening,50
OCREVUS,Other Serious Outcome,3213
OCREVUS ZUNOVO,Hospitalization,6
OCREVUS ZUNOVO,Life Threatening,1
OCREVUS ZUNOVO,Other Serious Outcome,12
OCTAGAM IMMUNE GLOBULIN (HUMAN),Hospitalization,28
OCTAGAM IMMUNE GLOBULIN (HUMAN),Life Threatening,8
OCTAGAM IMMUNE GLOBULIN (HUMAN),Other Serious Outcome,24
OCTAPLAS,Other Serious Outcome,7
OCTAPLAS LG,Hospitalization,13
OCTAPLAS LG,Life Threatening,7
OCTAPLAS LG,Other Serious Outcome,16
OCTAPLEX,Other Serious Outcome,2
OCTINOXATE\OCTISALATE\OXYBENZONE,Death,1
OCTREOTIDE,Death,26
OCTREOTIDE,Disability,23
OCTREOTIDE,Hospitalization,197
OCTREOTIDE,Life Threatening,16
OCTREOTIDE,Other Serious Outcome,349
OCTREOTIDE ACETATE,Death,13
OCTREOTIDE ACETATE,Hospitalization,11
OCTREOTIDE ACETATE,Life Threatening,12
OCTREOTIDE ACETATE,Other Serious Outcome,60
ODACTRA,Other Serious Outcome,3
ODACTRA,Required Intervention,2
ODEFSEY,Death,1
ODEFSEY,Hospitalization,5
